timestamp,server,cpu_usage,memory_usage,gpu_usage,active_sessions,disk_iops,network_mbps,location
2025-09-10 14:24:41.712752,VDI-PROD-01,90.5758999525595,87.23690758569433,4.412386865512785,159,702,41.083908895353126,DC2
2025-09-10 14:19:41.712752,VDI-PROD-05,73.05483969703586,76.05546697267953,19.704128937628788,169,864,40.55996315789286,DC2
2025-09-10 14:14:41.712752,VDI-PROD-04,74.54206344569981,93.1305915697969,12.542007978590593,175,874,42.09802498295925,DC1
2025-09-10 14:09:41.712752,VDI-PROD-02,95.58907868895922,90.52863237600732,14.290949425028588,162,861,41.31572770090342,DC2
2025-09-10 14:04:41.712752,VDI-PROD-01,98.06879301014575,76.28259456629911,32.107920413867234,165,841,41.80057514200294,R3
2025-09-10 13:59:41.712752,VDI-PROD-05,68.30637024683,55.341423169682805,10.865123006697047,123,510,28.48266363577517,HQ
2025-09-10 13:54:41.712752,VDI-PROD-01,100.0,92.59774258938262,6.705221472810391,119,615,30.70722415528534,R2
2025-09-10 13:49:41.712752,VDI-PROD-04,65.88077632498374,67.18558718590447,17.752819537971316,122,618,31.24151793703911,DC1
2025-09-10 13:44:41.712752,VDI-PROD-04,64.91837169819014,68.51866215347842,16.99345975715411,117,535,31.2031111165266,O2
2025-09-10 13:39:41.712752,VDI-PROD-01,73.41079352746274,72.5527164120172,43.62301562735483,121,615,28.652654736185703,HQ
2025-09-10 13:34:41.712752,VDI-PROD-04,62.595335736974675,56.858948235430105,13.523437525686385,133,589,30.217931441859363,O1
2025-09-10 13:29:41.712752,VDI-PROD-03,57.50726192701054,79.86376184048927,30.245817695517935,112,600,28.509178559174302,DC2
2025-09-10 13:24:41.712752,VDI-PROD-02,61.14855518222018,76.98460739246767,39.56566573729635,114,617,32.55829717467366,R1
2025-09-10 13:19:41.712752,VDI-PROD-04,81.03897883882357,57.252509506428524,22.16661203774807,125,565,33.58537866451925,DC1
2025-09-10 13:14:41.712752,VDI-PROD-03,55.13813023366274,77.04476661258141,14.625929875157901,122,531,27.116166609766267,O1
2025-09-10 13:09:41.712752,VDI-PROD-04,64.16606181202512,52.83214379240887,33.56055306217728,113,582,28.904984594574103,R1
2025-09-10 13:04:41.712752,VDI-PROD-01,71.22220242963252,68.29337114067965,54.437414783794125,119,599,28.564917725429947,DC2
2025-09-10 12:59:41.712752,VDI-PROD-03,97.83947543714378,93.54091438592626,15.98809815608851,118,635,27.68971819834183,O1
2025-09-10 12:54:41.712752,VDI-PROD-03,77.44344785238476,66.60279530564,14.130041664397556,118,618,30.328001130121162,DC1
2025-09-10 12:49:41.712752,VDI-PROD-04,75.36971824350817,64.50401251830407,7.117842306099698,122,572,32.87116409468994,R1
2025-09-10 12:44:41.712752,VDI-PROD-04,84.85134542155873,83.91582618996485,10.398562839062356,116,619,33.066825416834234,R1
2025-09-10 12:39:41.712752,VDI-PROD-03,51.36947234281683,62.48208496328074,20.295423636846085,128,658,28.02751276632986,R3
2025-09-10 12:34:41.712752,VDI-PROD-03,80.64727906267427,83.94651887854093,27.720878859303266,118,538,26.302412157163793,O2
2025-09-10 12:29:41.712752,VDI-PROD-05,61.20638776675799,55.4260350384822,10.362932133201118,121,615,30.177427460281926,R3
2025-09-10 12:24:41.712752,VDI-PROD-01,61.32589982122773,62.91312515565735,20.92626051285936,132,656,30.314741457725823,DC2
2025-09-10 12:19:41.712752,VDI-PROD-01,60.13481393819892,68.55456560359016,40.46877986992889,127,663,27.396714233565874,R1
2025-09-10 12:14:41.712752,VDI-PROD-02,68.56300810890252,53.63691931134823,23.297981808745057,123,574,28.557087253248014,DC1
2025-09-10 12:09:41.712752,VDI-PROD-01,75.50030153291753,61.06429482377947,23.190907275730265,126,593,31.293066855378395,DC1
2025-09-10 12:04:41.712752,VDI-PROD-04,48.95613694464993,62.78475276688398,32.27610374581688,113,632,26.85417757262994,O1
2025-09-10 11:59:41.712752,VDI-PROD-03,85.59721991842166,95.47207901013306,33.03679053353802,174,930,38.74084411088962,DC1
2025-09-10 11:54:41.712752,VDI-PROD-03,88.02078682649366,84.39676574744651,26.900071800526458,167,811,43.08651630212406,HQ
2025-09-10 11:49:41.712752,VDI-PROD-03,81.36482974249007,81.35083404646458,16.303920322673,167,847,42.50742399298222,DC1
2025-09-10 11:44:41.712752,VDI-PROD-03,93.45137500735737,84.20428883263706,18.64440591773051,176,785,43.79786624135143,DC1
2025-09-10 11:39:41.712752,VDI-PROD-04,89.27203895617822,87.05328759034747,12.996120597305637,176,803,41.43041312559675,DC2
2025-09-10 11:34:41.712752,VDI-PROD-01,89.13762888832902,85.7175109882596,50.68088795002009,176,874,44.40570634297243,DC2
2025-09-10 11:29:41.712752,VDI-PROD-01,88.64200780413867,86.8324028542076,14.68348677309154,174,864,41.596447831811005,R1
2025-09-10 11:24:41.712752,VDI-PROD-01,87.16146617997433,97.29573365522636,9.575149068213648,162,775,42.14435121527573,DC1
2025-09-10 11:19:41.712752,VDI-PROD-01,91.92558183637946,100.0,31.482098119494527,167,923,41.922374052736544,O2
2025-09-10 11:14:41.712752,VDI-PROD-02,86.52778629111873,86.71327791881839,31.204141886955956,171,870,41.58413542735751,R1
2025-09-10 11:09:41.712752,VDI-PROD-02,92.99600212573515,85.5638583122672,42.575030464866046,171,835,42.03399871570114,HQ
2025-09-10 11:04:41.712752,VDI-PROD-02,73.04712970992583,100.0,68.45112227191304,171,902,42.33237141714995,R2
2025-09-10 10:59:41.712752,VDI-PROD-02,77.04935343713584,100.0,31.199886611502464,169,907,39.90287290450508,O2
2025-09-10 10:54:41.712752,VDI-PROD-01,86.20132011900195,90.70612194799011,33.05032285554871,172,873,41.886911807497775,DC1
2025-09-10 10:49:41.712752,VDI-PROD-05,65.86813441252119,83.99750747695384,7.991254735357324,167,863,42.41705710013216,O2
2025-09-10 10:44:41.712752,VDI-PROD-04,85.48420961119,78.98661089839158,38.80628046766857,174,808,39.799829679774916,DC1
2025-09-10 10:39:41.712752,VDI-PROD-01,94.14781853832059,88.47018093123194,13.15486445588657,170,868,39.182227896222855,DC2
2025-09-10 10:34:41.712752,VDI-PROD-01,72.97340298411459,85.41348082500373,15.10540980884357,170,817,45.59007208079516,R1
2025-09-10 10:29:41.712752,VDI-PROD-04,98.23634936256927,88.27183264826846,33.01042462165164,169,786,43.54068959010523,O2
2025-09-10 10:24:41.712752,VDI-PROD-03,90.33587727070527,78.50610861041179,35.93204304736308,168,867,45.18797867537832,R3
2025-09-10 10:19:41.712752,VDI-PROD-05,98.29975768265291,100.0,5.923511204435193,171,819,41.79425377381157,DC1
2025-09-10 10:14:41.712752,VDI-PROD-01,90.17846022725575,79.74157124705636,10.45938745697248,168,892,43.232995985256196,R2
2025-09-10 10:09:41.712752,VDI-PROD-04,99.58354795412032,87.52596218398513,14.637464295132544,164,817,42.25983986717042,O1
2025-09-10 10:04:41.712752,VDI-PROD-03,92.18784085706172,76.12846974540705,21.688592328295332,165,882,42.331884489197186,R2
2025-09-10 09:59:41.712752,VDI-PROD-05,82.49377621254114,95.10436885466653,37.11428630071699,167,875,43.781371071047595,DC1
2025-09-10 09:54:41.712752,VDI-PROD-03,83.61650512014529,89.43368018376607,36.34586130474862,167,820,40.01586205741921,R1
2025-09-10 09:49:41.712752,VDI-PROD-03,81.26922323693302,100.0,18.63935124240757,168,794,45.31808969500211,O1
2025-09-10 09:44:41.712752,VDI-PROD-03,76.97957532604298,87.73868670464334,17.64353980742158,175,854,42.678669055385726,R3
2025-09-10 09:39:41.712752,VDI-PROD-03,96.04548230342154,87.32358667544005,9.402441145575443,165,777,42.333741254723805,R1
2025-09-10 09:34:41.712752,VDI-PROD-04,77.72725190890705,92.03834156078085,16.423540123637107,171,878,38.76863080761284,R3
